category,rating,label,text,word_count,excl_count
Tools_and_Home_Improvement_5,5,OR,good for my hood. bought 4 and can change dimming etc. very bright .,14,0
Books_5,5,CG,"Not often does science provide a more complete picture of a planet than science provides a description of the human body.  This is the most important step in the process of the evolution of the human body.  It is in this book that the authors are going to delve into the evolution of the human body.  They will examine the nature of the human body and the evolution of the human mind.  They will discuss the nature of the human mind and the evolution of the human mind.  They will examine the nature of the human mind and the evolution of the human mind.

These are the topics that the authors have examined so thoroughly in their book.  They will discuss the evolution",123,0
Clothing_Shoes_and_Jewelry_5,5,CG,I've been looking for reds for a long time and these fit perfect. They have a nice look to them and have the best support. I also like the fact that the jeans are made of cotton and not synthetic. I wear a size 8 and ordered a size 9.5.,50,0
Movies_and_TV_5,4,CG,This movie kept and children's books. The movie was funny and it kept my attention. Very good.,17,0
Kindle_Store_5,5,OR,I thought I was well versed in American history until I read this book.  I had never heard of the sand creek massacre before I read this book.  Should be required reading in all history classes,36,0
Home_and_Kitchen_5,5,OR,Little smaller than I anticipated but it is perfect for what I ordered it for . Very light weight and easy to hang.,23,0
Books_5,5,CG,"Wow, this book will be a real hit with the teens.

The story starts when one of the two girls, Kail, is attacked by the mysterious ""good"" guy, The Penelope.  It takes a long time for Kail to come to terms with the fact that she was a girl with a bad past, but she soon realizes that she is the one who will make her own decisions about who she is and who she will be with.

Kail is intrigued by the mysterious Penelope, and she immediately does what she can to try and stop the bad guy from killing her.  She goes to the local police department to talk to them about the Penelope, but she isn't given any other information.  Kail takes a job as a nurse at a local hospital, and the only information she gets is that she is a girl with a bad past, but that doesn't really bother her.  She is allowed to stay at home, but she has to go back to school, and she is",174,0
Movies_and_TV_5,4,OR,"Slow in starting,difficult to understand-- especially the dialogue--in the beginning; but gradually drawing the viewer more and more into the multifaceted plot. In the end the very human characterizations reward the viewer with a very  satisfactory sense of resolution.",39,0
Pet_Supplies_5,4,OR,"I received a used leash, but i still like it. The brass had some scratches, the handle was a tad dirty, and there was some black fur on it.",29,0
Movies_and_TV_5,2,CG,"Was boring in some instances, but the movie was fun.

The story was interesting and the",16,0
Pet_Supplies_5,5,OR,I could not have been happier.  The pups were not annoyed at all by their collars.  I kept an eye on them so they were neither to loose or too tight.  And MADE IN THE USA!!!!!,36,5
Movies_and_TV_5,5,CG,I picked this Korean version because it was the best. I saw it on a VHS and it is so good. The movie is funny and the music is great. The soundtrack is great. The picture is great.,38,0
Sports_and_Outdoors_5,5,OR,"I love this case for my Motorola Razr phone. Sturdy case for
the phone and I have dropped the phone a few times.
It takes the hit and keep going.
Would recommend for your phone.",35,0
Movies_and_TV_5,5,OR,"Having watched the original series as a teenager, I was not too sure what to expect from this reincarnation of an American icon.  All I have to say is that I was not prepared for the next two hours.

There were familiarity as well as twists and turns with several shocks tossed into this stew.  At times I said to myself how could they do that or why change the original storyline?

At the end as the credits began and that music which we all knew so well, I said to myself that was exciting.  It all made sense.

There were some very sad scenes.  There were many heroic moments in the face of  death.

The Enterprise was a marvel to behold.  You could see how over four hundred federation representatives could fit on this flagship.

The actors did a noble job of living up to the legends with some twists.  The love interest was, well, you have to see it for your self.

If you go see this with a lot of Star Trek lore tucked away in your brain, be prepared to be unnerved.  If you know little of the original series or films, then this should give you a good introduction to the mythology which has been a part of our culture for the last 43 years.

Was it perfect?  No, but it came close.",228,0
Home_and_Kitchen_5,5,OR,"I love this because it does't leak AT ALL. It's easy to clean in the dishwasher, the straw pops out easily and is easy to replace.",26,0
Kindle_Store_5,4,OR,"Totally enjoyable, well written with some unexpected twist in plot which added to the novel's character. The bonus was even hotter.  Good writing, few errors, easy read.",27,0
Home_and_Kitchen_5,4,OR,"Initially bough this kettle for use downstairs in our wet bar while guests were visiting.

Now with all the guests gone, we've brought it upstairs to replace our rusting Kitchen Aid stove-top kettle.

I love how quickly it heats, even when full, and is super handy when I want to quickly heat small amounts of water.

I've had no construction issues with the kettle in the 2 months we've owned it.

The one annoying design issue I had (which is more user err than anything) pertains to the location of the 'on' light.

I'd plugged the kettle in with the handle facing me and hit the on switch but saw nothing indicate it was on. I was like a monkey trying to figure out why the darn thing would turn on...then I realized the light was on the side of the kettle I could see.

'On' light should be by 'on/off' switch.

Overall, good product.",155,0
Kindle_Store_5,1,CG,"The short stories were a little slow, but the story was full of action, humor, and a little romance.  The story itself was good, but there was a lot of angst that kept me",34,0
Toys_and_Games_5,1,CG,"Very frustrated and disappointed. It looks like the pieces are missing.

The box is a bit small.  The game is very simple.  The basic game is to take",28,0
Tools_and_Home_Improvement_5,4,OR,"Holds it's edge for about a week of my standard usage.  Easy to sharpen.  Good blade shape.  After about a year, the tension bar has started to rattle when open.",30,0
Movies_and_TV_5,3,OR,"Nice family comedy, but Kevin James slapstick falls short. Nice to watch, really enjoyed it, but wouldn't buy or watch twice.",21,0
Books_5,5,OR,Sue Grafton knocked it out of the park with X!!!!!  I've read everyone of her books and this is Sue at her best.  Loved it.,25,5
Electronics_5,5,CG,"Nice and high quality printer.  I love the feel of the metal.  The dimensions are just right.  The pen is plastic,",21,0
Books_5,5,OR,"I bought the Inferno somewhat reluctantly because of all the negative reviews.  But since I have loved all of Brown's previous books, it seemed worth a chance. I am an avid reader of nonfiction - have a library of thousands - and occasionally read fiction recreationally. Brown is one of the few fiction writers that I enjoy, because he so elequently sets the scene of his stories, and describes the locations in great depth. These are usually places that I will never see, but definitely would have, if the circumstances of my life had been different. It seems that this has been a problem for many reviewers, but for me, it is one of the many reasons that Brown's books never fail to enchant me.

The next issue that appears to have bothered some reviewers was the topic of overpopulation.  This has been addressed often by scientists, anthropologists, and sociologists, among others, and yet I don't hear it discussed among the general population as more than a passing topic. It is as though the subject is of no concern to most people. But to make it the subject of a novel, by such a renowned writer, people will become more aware, and perhaps even research the issue... and who knows...  even do something about it.

That was what I experienced when The DaVinci Code was on the best seller lists. Everywhere I went people were talking about it. Some were appalled by the ideas Brown put forth, but many were fascinated by the ideas and were researching the early Christian era to find out more about it.

I have always had an interest in the Divine Comedy, and so, really appreciated reading a novel that featured it so highly. Also, Brown certainly had me on the edge of my seat with all the dramatic chase scenes and all the unknowns such as his amnesia.

All in all, I have to say that I loved the book and will probably read it again, as well as recommend itto others.",338,0
Books_5,4,CG,Did enjoy this book. What a great writer. Great insight into the history of the USA.,16,0
Movies_and_TV_5,5,OR,"Entertaining ang brimming with successful alternative, organic farming alternatives. I highly recommend it to anyone who thinks ""organic"" only means expensive.",21,0
Books_5,5,OR,"Started at the beginning of the Alex Cross series and I can't wait for the next book as I get through each.
I'm glad that he has other series I can read once I finish the Cross books.
Thank you for writing in the way that keeps me wanting more!",50,1
Books_5,4,CG,"sucks you in from the beginning. The characters are well developed and believable, and the story is",17,0
Pet_Supplies_5,5,CG,"I bought 2 crates to go with the crate, and I will keep one for the other crate.",18,0
Home_and_Kitchen_5,3,OR,Didn't really help make a difference.  Must be time for a new robot,13,0
Toys_and_Games_5,5,CG,We have the older version of this and the younger version of it.  The reason I say older is because we had a lot of fun with it!  It took a lot of time to put together and we were very happy with it.,44,1
Home_and_Kitchen_5,4,CG,I just wish they would have an option to make a smaller one.  I would have ordered the,18,0
Tools_and_Home_Improvement_5,3,CG,Placed a couple strategically around the house and the tools. I also used this for the hinge and the other two screws. The hinge is solid and works well. The only problem I had was that the blades were not in good shape,43,0
Pet_Supplies_5,4,CG,Great for dogs with intestinal issues. The only problem is that it's kind of hard to put on. If you don't want your dog to,25,0
Sports_and_Outdoors_5,5,CG,"I love these gloves in the hand and they feel comfortable.

The only reason I gave them 4 stars is that the plastic part is very hard to put on. The material is thick and the material is not durable. I would suggest using some mesh or rubber to protect the material.

The bottom line is I would recommend these gloves to anyone who is looking for a great glove",70,0
Books_5,5,CG,Patterson is my FAVORITE author.  I love the way he explains how science works,14,0
Tools_and_Home_Improvement_5,5,CG,"a little tough to get into. The only problem is that it's not really a hinge, but a pair of screws. I guess I should have known better",28,0
Toys_and_Games_5,5,CG,Even our 6 year old son has been fascinated with these for a long time. I was surprised to find,20,0
Books_5,4,CG,"We know that our descendents are an island with many distinct personalities, and that each of us has a special place in the world. But how can we have a shared experience of how we were born and how we are in the world?

This book was an excellent introduction to the world of a woman who was raised in the island of Samoa.  It is a well written book that is very informative, informative and informative.  The book is written with a good amount of knowledge about Samoa.  It is written with a great amount of research and provides insight into the lives of people and the lives of people.  This book was a pleasure to read.I bought this for my daughter and she loves it. I also gave it to my granddaughters to read for them and they love it!  I have read every book by Karen Kincaid. I love her books!I really enjoyed the book.  I didn't get a good read on the history of the western hemisphere and the role that the US played in the founding of the United States.  The book was a little slow for me.  I liked it a lot.  But I loved it a lot.  It was interesting to read about the early days of the US and the relationship between the two nations.  I would recommend it.This is a good book.  It gives a good overview of how the US came to be in the early days of the USA.  It's very interesting and a good history lesson.  It was a very",262,2
Clothing_Shoes_and_Jewelry_5,5,CG,"This is my 3rd Invicta and it is the best. I will keep this bag in my house.I bought this for my son, he loves it! He wears it often and it's comfortable. I have been wearing it every day for about 2 years and it still",47,1
Clothing_Shoes_and_Jewelry_5,5,OR,I think this is my favorite ring ever. It is absolutely amazing. It is so intricate in details and it's so elegant. Wow this is a beauty!! Thank you for the gorgeous gift box too.,35,2
Clothing_Shoes_and_Jewelry_5,5,CG,I own 6 pairs of Merrells and they are all the same size. I have them in,17,0
Books_5,4,OR,"I wouldn't recommend this as a starting point for anyone. If you get here, it is because you have enjoyed this and several other related storylines. Start at the beginning and enjoy the adventure!",34,1
Clothing_Shoes_and_Jewelry_5,5,CG,"This chain works for many years. The only problem is that it comes with a small buckle that doesn't fit.  The chain itself is very small, and the inside of the buckle",32,0
Pet_Supplies_5,5,OR,A great value for my many foster cats and my cats,11,0
Electronics_5,5,CG,"Just as described.  Ordered it and it works fine.  Also, it's been a",13,0
Clothing_Shoes_and_Jewelry_5,5,OR,"We are getting ready to travel internationally and this money belt seems to be just what I wanted.  It has enough space for credit cards and foreign money and can be worn safety away from pick pockets under my shirt.  I had it on all day around the house and forgot I had it on, it should work out great when I really need it.",65,0
Kindle_Store_5,3,OR,"This book is like dragon-style chick lit. And that isn't a bad thing.

In ""Never Deal with Dragons"", Myrna is a professional dragon mediator. As one of the few humans who can talk to the dragons who have taken over the world, Myrna is in charge of dealing with all of the crap that dragons bring to the human realm. However, is she up to the task of working with her ex-boyfriend on a high profile dragon mediation case that could change her career?

This book was fun and well written, which I didn't quite expect. It was surprisingly clever, super light, and an easy read. Did it keep my attention all the way through? Not 100%. However, the heroine is really likeable and the world is interesting. I enjoyed this book a lot and I'll be looking for more from this author in the future.

**Copy provided by the publisher in exchange for an honest review**",157,0
Toys_and_Games_5,5,OR,Fast shipping.  Works very good but be warn it drains batteries fast,12,0
Sports_and_Outdoors_5,5,CG,"Nice tight fit. It finishes the job and the materials are good. Also, it's been used to finish my range bag. I am very happy with the purchase. This is a great gift.",33,0
Home_and_Kitchen_5,5,OR,"We received a promo code for this cutting board, but definitely would have paid the regular price.  We were looking for a beautiful board to cut, display, and serve the large cuts of grilled or sous vide beef that we like to prepare for large gatherings.  This is perfect!  We especially like to non-slide silicone feet at the bottom of the board to keep it from moving around during cutting and serving.",72,1
Home_and_Kitchen_5,5,CG,"<div id=""video-block-R2CURSBZ5ANUR7"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B9o4pS7U6I.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/F3uXvS8VQS.png"" class=""video-slate-img-url"">&nbsp;this is just the perfect size for my Christmas tree.  I absolutely love it.  I have one in my kitchen, and I use this every day, and I love the color, too.  I also like the quality, too.  I have a lot of different kinds of lights, but this one is perfect.  I bought one for my toddler's room, and it is the perfect size for a single room.  I also like the look of it, too.  I have it on my desk, and it is very easy to put on, too.  I have a lot of other things on my desk, too, but this one is perfect.I have a little old guy and I bought a small plastic towel for him that had a small plastic bag that was too small to fit.  He loves it and it holds his towel, but it's too big to fit.  I have tried a couple other towels from",169,0
Kindle_Store_5,5,OR,"I thought that my girl was gonna but you can't keep a Boss Bytch down. I have tho find out how the treaty of the crew is doing. What is legend gonna do.  Thanks for this, it had me crying,laughing, and hype all at ghee same time.",47,0
Books_5,3,OR,"It's a good message, and the illustrations are really captivating, but the story is very didactic. The message is very clearly ""be yourself"", and it hits you over the head with that. The illustrations are fun to look at. If it weren't for the heavy-handedness of the message it would be a really good book.

The story is reminiscent of Woody Allen's Zelig. There's a girl who really likes lima beans, but nobody else likes lima beans so she always lies and says she doesn't because she's super worried about what everybody thinks of her. Because of that, she starts changing colors based on what other people want her to be. This expands to changing shape, and then becoming even more surreally assimilated into all the furniture and decorations in her bedroom. At the very end, a little old woman says, ""I bet you want some lima beans,"" and the girl says, ""No! Nobody likes lima beans! Wait, never mind I like lima beans!"" And then she eats the lima beans and everything is fixed. Ugh. The message is so obtrusive.

For more children's book reviews, see my website at drttmk dot com.",193,3
Kindle_Store_5,1,CG,The story started like a cliffhanger.  I was expecting a lot of action and suspense.  There was a lot of sexual tension and then the cliffhanger was cut off.  It was hard to get into the story,37,0
Home_and_Kitchen_5,5,CG,"They do what they say, but the quality is just not good.

The only one I can think of that is the plastic. ",23,0
Home_and_Kitchen_5,5,CG,Worked like a charm making it an easy to use and efficient way to make cheese.,16,0
Movies_and_TV_5,5,CG,"Another Eddie Murphy Classic!  Not a bad movie, just not a lot of action. If you like Murphy's old classics, then this is the movie for you. Great movieI enjoyed it.",31,1
Movies_and_TV_5,5,CG,I liked this movie alot. I liked the movie alot. I also liked the movie alot. I really enjoyed the movie. I also thought the acting was good. The movie had a lot of action. I would recommend it. I really enjoyed this movie. I love it. I love the way it is told. It is a very funny movie.,60,0
Movies_and_TV_5,1,OR,"About as witless and not-horrifying as you can get while making a supposed horror film. We meet four wealthy and one not-wealthy Southern college ""students"" who rent a house together for what seems like endless summer, although they're supposedly going to class. After interminable conversations about their pointless lives and activities, you start rooting for some slaughter just to end it all. Many, many buildups to climaxes that don't arrive, and repeated scenes of the ""students"" going into an empty basement with no payoff. And just to get a bottle of wine from a box in the farthest room along. I thought at first, ""OK, it's really a potion, and they'll all see the ghosts and attack each other"" but it was just wine. Then I kept saying, ""Since you're drinking so much, just bring the whole box up!!!"" But that would have been too easy. These are also the most subdued ""college students"" I've ever seen in a movie.
Of course it's fun to mock bad movies, but sheesh, this one messes up everything: A Civil War setup goes nowhere; scenes are brightly lit when it's supposed to be dark; the same mysterious sounds lead to nothing; a haunted student-rented house looks neater than something in Architectural Digest; and conversations mean nothing to the plot. After a few minutes, it's all about characters you wish you could murder yourself...I watched in sheer incredulity until it was over. (Yes, fine, I'm a glutton for punishment.) At one point, the camera even shook--a lot-- when a character got into a car, and not because there was a demon in it. The photography was actually quite good, if too clear and bright, so it seems more advanced than a student film, but comes across as more of a travelogue for Hampton Roads, Va than something calculated to chill your li'l ol' heart.",310,3
Toys_and_Games_5,4,OR,"The only reason I didn't give this a perfect score is because the review I read said the piece moved. Not actually hovering of course, but I was expecting it to do more than it actually does. All you can do is turn Wyatt's head and push the little button in the front to hear popular catch phrases........but that's about it. Otherwise, it's durable and my toddler has enjoyed it very much.",72,0
Clothing_Shoes_and_Jewelry_5,4,CG,Beautiful and comfortable; My disappointment is that the straps are too small.  These are the only,16,0
Home_and_Kitchen_5,3,OR,"The immersion blender itself is quite nice.  I like the adjustable speed - you can use a lower speed when blending in a smaller vessel.  But the accessories are terrible.  My plastic beaker leaks.  I know - hard to imagine a plastic beaker leaking, but sure enough this one drips out the bottom.  And the chopper attachment has no bearings there so it makes a shrieking sound when it runs.  I suppose it'll probably be quieter if you chop oily foods, but i was mixing dry ingredients.  I was actually trying to grind spices and found the blade too dull for that.  Probably not what it's meant for, so i can't blame the tool for that one.",117,0
Kindle_Store_5,5,OR,"Oh my gosh I was so happy to receive this ARC, in exchange for an honest review.

Oh my gosh I love Solease Barners The draglen Brothers Series, they are just too darn amazing foreal.  When I finished Gemi I was like oh gosh I need more and more of those darn dragon brothers.  Solease has always kept our attention with each of the draglen brothers each story is always different, and each characters posses their own unique characteristics and dispositions in the book. We are onto the fourth brother who is Gemi. Unlike the other brothers who really weren't searching for a Wella, he has longed for mate to be his other half, the one who is destined to be his.  While in New Orleans he comes across the one person who is his and only his; Shalisi.  Shalisi is not your typical woman, though she is sweet, sexy there is one tiny problem in this possible romance... she is a witch and one of the dragons most mortal enemy. Her destiny is to become a Passer but she must make a difficult decision whether to leave her coven and true calling behind or to be with the dragon who makes her feel, and long for more.  I loved this book oh my gosh im not gonna lie between all of the draglen books this one was by far my most favorite.  Solease wasn't kidding when she said Gemi is far more different from the other brothers in this series and hot damn he was totally amazing for sure.  You have to read the series because each one kind of gives the hint of what's to come in the other upcoming books.",283,0
Toys_and_Games_5,5,CG,"Webkinz are just adorable little things. The pieces are sturdy and the colors are beautiful. I'm very pleased with the quality of the toy.  My son is 4 and he enjoys playing with it.  It's a good size for little hands.This was a gift for my niece.  She loves it!  I did have to write a review on it since it was supposed to be a gift.  I am sure it is.  I like that it is a bit smaller than I thought it would be, but it's really nice that it is actually a small toy.  I think it is a good size for a toddler to carry around.  It is a very cute little toy and my niece loves it.I bought this for my 9 year old daughter for Christmas.  She loves it and",136,1
Movies_and_TV_5,5,CG,"I have not seen the last of the movie, and I will not be buying the Blu-ray.  I had to get a copy",23,0
Home_and_Kitchen_5,5,CG,"I don't usually take the time to explain why it is good, but this is a nice one.I bought this for a friend, and she is a very tall woman. She is very happy with it. It does not stay in place. I would not recommend it.Great for the price.  I have a large pool and I had to make a big pot of soup",65,0
Books_5,5,OR,"I got the sixth book in this series at the library, started it and said, Oh no, this is too good to just jump right into, I need to know the entire story!  So, I went straight to Amazon, bought First Grave and never looked back.  There are a lot of books out there with supernatural beings and plots, but Darynda Jones embarrasses all of the others.  Her voice, style, and ability are superb.  The rest of the series is winging its way to my Kindle device right now.",89,1
Tools_and_Home_Improvement_5,5,CG,"This little strap is great.  I love the look and feel of it, and the way it is made.  It's also a great pocket clip, and",26,0
Electronics_5,4,CG,"Works as expected, I enjoy using it and the controls are good.  I have a few other cameras that are",20,0
Movies_and_TV_5,3,CG,"I agree with the other reviewers here, the movie is pretty good.  The acting is pretty good.  The story is pretty good.  The acting is pretty good.  The movie is pretty good.  The acting is pretty good. ",37,0
Electronics_5,5,CG,"If you work in an office or you want to make sure your computer is up to date, this is an excellent choice. I am using it with the TRS-80 and it does not require a power adapter.

I would recommend this product.I purchased this device for my sister to use as a remote control for her Sony A-100.  I've had this device for a few years and I love it.  The sound is excellent and the sound quality is great.  I would highly recommend this device.I've owned these for about a month now and have had no problems with them.  They do exactly what I wanted them to do.  They sound good and are easy to use.  I've had no problems with them at all.  I would recommend these to anyone who is looking for a good pair of headphones.I've been using this on a Lenovo Thinkpad XPS 13.  I've had it for a few months and it seems to be working fine.  The only issue is that it's not wireless so you need to use a bluetooth headset.  However, the sound quality is very good and I can hear the keyboard very well.  I would recommend this product.I've had a lot of troubles with the sound.  The sound is very good and the bass is good.  But, I didn't like the sound of the speakers.  I really liked the fact that the sound is good, but the sound is not good enough.  This was a very easy problem to solve.  I'd recommend this speaker for anyone looking for a good sound system.I bought this camera to take a picture of the landscape view of my family Christmas tree. ",280,0
Pet_Supplies_5,5,CG,"This is the best, along with a whole bunch of other good stuff.My dog loves this treat.I bought this for a friend who has a small dog and she",29,0
Pet_Supplies_5,3,CG,"I did a lot of research on the quality of these treats and they are just the right size.I bought this for my dog, and it is the best product I have found for him. It is his favorite toy. I am very pleased.",44,0
Pet_Supplies_5,5,CG,"Works great. Was very easy to assemble and the materials are good. Also, my cats love them.",17,0
Tools_and_Home_Improvement_5,5,CG,"Work great - especially for the price.  It is a little heavy for my small size, but is so small that it's not a problem.  I think this is a great buy",32,0
Clothing_Shoes_and_Jewelry_5,5,CG,Great quality -- I cut it in half with a thin layer of clingy fabric.,15,0
Sports_and_Outdoors_5,5,OR,great value and it does just great--well worth the money for an easy way to get into fitness again ;),20,0
Home_and_Kitchen_5,5,OR,"Made well holds all my make brushes, pencils, mascara etc.",10,0
Home_and_Kitchen_5,5,CG,YAY!  We were able to assemble the pieces and put them together.,12,1
Kindle_Store_5,4,OR,"So you know how the hero is always doing something stupid and you're heart is breaking for the heroine and you hope he get's his crap together for her?  Well flip that LOL.  I wanted to slap Penny upside the head on more than one occasion.  It's a good thing that girl learned cuz I was ready to just take George off her hands.

This was a good story and a great part of the Going Royal series!",78,1
Toys_and_Games_5,5,OR,"I bought this for my daughter for Easter and she still loves it! It's just the right size and it's really cute and easy for her to grab on to, she's 6 months old now.",35,1
Toys_and_Games_5,5,OR,"Both my kids loved these toys (we had two over the course of  years) as babies. We dragged them everywhere, used them as rattles, teethers, comfort toys. I always buy it for my friends who are to become parents for the first time.",43,0
Sports_and_Outdoors_5,4,CG,"GREAT house shoes, a little more stretchy than the other two, and they have a nice feel.I bought this for a friend, and he is a big fan.  I used it to make a little makeshift bench for a bench",40,0
Sports_and_Outdoors_5,5,OR,"Very Nice for a low cost Bluetooth Headset.  Sound quality isn't too bad for it's cost, distance on Bluetooth Range in house around walks was twenty feet,  and voice assistance for power and connections is a nice feature.",38,0
Clothing_Shoes_and_Jewelry_5,5,OR,Very light weight material has fantastic drape to it! It dresses up pretty much anything!  My teenager stole it already!,20,3
Sports_and_Outdoors_5,5,OR,Very pleased with the quality of this short and the ease of care.,13,0
Clothing_Shoes_and_Jewelry_5,5,OR,I got this ring as a pinky ring. It fit perfect and looks just the way they said. It is of high quality and will definitely be buying more from here.,31,0
Sports_and_Outdoors_5,4,CG,This worked great! My niece and I kept the bottle in the car and my son got a couple of drops from it,23,1
Sports_and_Outdoors_5,5,OR,"I layered this flooring over top my carpet flooring in the basement for my squat rack, weight tree, and other equipment. Works really well and stays snapped together despite the carpet.",31,0
Electronics_5,5,OR,Fit on my desk great. Sound is poor but that is what speakers are for.,15,0
Kindle_Store_5,3,OR,Very mediocre - nothing really new or interesting - two stories - no plot - some people might like it.,20,0
Toys_and_Games_5,2,CG,"The bottom pops out too easily. The pieces are a bit thin and need to be glued back in. If you want to get a solid piece, the plastic is a good choice. The only thing I would change",39,0
Books_5,4,CG,Really liked this book a lot. The characters were well developed and the plot was well written. The story was told very well. The characters were interesting and you felt like you were part of the story. It was a good read.I can't imagine what to say about this book.  I'm not a fan of most of the books in the series.  But I love this one. ,67,0
Clothing_Shoes_and_Jewelry_5,3,CG,We went and tried same pair of shoes. Great shoes for the money!This dress is awesome.,16,1
Books_5,5,OR,"""It is the place that confronts me with the fact that truly accepting love, forgiveness, and healing is often much harder than giving it""

The story of the prodigal son is one of the most prominent parables Jesus tells in the Gospels. A young man rejects his father, takes his inheritance, and foolishly spends it. The son finally decides to return home hoping that his father will forgive him and accept him back as servant. Unexpectedly the father doesn't even wait for an apology. The father runs out to his son and throws him a huge banquet.

This parable is both comforting and infuriating. It's comforting to see the unconditional love of the father, yet infuriating that the father doesn't ask for an apology or make him work back his favor.

A lot of Christians today live in this paradox. They love the unconditional love of God but are irritated when God shows so much love and mercy towards our enemies. We even do not like to accept undeserved grace. Legalism is born from this idea that we must earn back God's favor and fortune. ""One of the greatest challenges of the spiritual life is to receive God's forgiveness."" Our hearts need not to be focused on searching for God or loving God more. We need to allow God to love us.

Nouwen spins the parable a bit in this book. We always look at where fit between the sons: are we the lost son that returns or the stubborn brother that doesn't love? Nouwen challenges us to think about the father. Yes, in the parable the role of the father is the Lord, but God commands us to be like Him. Are you capable of loving like the father? Accepting and forgiving without an apology?",296,0
Electronics_5,2,CG,"Bought this TV/capture card with a spare and an adapter. I did not need a separate adapter, but I wanted",20,0
Toys_and_Games_5,5,CG,"U may crave for more time with the pieces, but I will admit that my daughter does not really like this toy. The plastic parts are small and the plastic is not sturdy enough",34,0
Pet_Supplies_5,5,CG,"In 2012 my kitten was diagnosed with the disease and was on a medication that helped him get rid of the infection.  The meds helped him get the infection under control.  This helped with the arthritis in his legs and I am very pleased with the results.  I would definitely recommend this product to anyone with a cat who has arthritis or is allergic to other medications.I got this for my Golden Retriever and he loves it.  He likes to play fetch and jump on it.  It is easy to put on, does not move and it stays put.  It is super light and easy to put on and take off.  I have two dogs and they all play fetch on this and it makes it easy for them to play with.  I have had no problems with the dog getting on the toy.  I would definitely buy this again.My cats love this!  It is perfect size for a small dog.  I use it to transport my 5lbs dog and she is a senior dog.  She loves it and it keeps her busy!  I will be buying more!!  Highly recommend!My cats love these!  I use them for all my dogs and have used them for years.  They are great quality and the price is reasonable!My cats love these treats.  They are a little pricey but they are very good for their teeth. ",232,7
Toys_and_Games_5,5,OR,"This is a very high-quality beautiful doll.  Everything about her is upgrade from the average Barbie doll.  The eyelashes really add a lot, as do the upscale clothing and shoes.",30,0
Tools_and_Home_Improvement_5,5,OR,"Good tool! Takes the same battery pack as my other 18V Makita tools, which is a Very Good Thing. Well-balanced, strong, no excess vibration. Love it.",26,1
Books_5,5,OR,"After reading Peter Diamandis, Ray Kurzweil, several other books about now and future this book looked redundant. But is not. Speaks about daily stuff but puts clarity on it. At the end...a joy of reading, morever because is very, scarily...current.",40,0
Sports_and_Outdoors_5,5,CG,Makes an amazing difference on my back and neck.  I also love that it's easier to,16,0
Home_and_Kitchen_5,5,OR,"simple, effective. bought it for my table for nights when company comes over. its great. and holds a lot of packets",21,0
Sports_and_Outdoors_5,5,OR,"This is a great leash, the accordion style is much better than the one that came with my SUP board-that one got in the way
I tried my husbands leash like this and am much happier",36,0
Home_and_Kitchen_5,5,CG,"I have used film on this rug and the finish is good.  The rug is a bit wobbly but the color is a nice touch.  I think this is a great rug.I had this for a few months, and it was perfect.  I ordered two for the party.  They are both the same size, and the right size to fit the towel rack.  I would buy them again.  I am very pleased with this product.I love these chairs! They are so comfy, they are too small, they don't look like they are made for a living room. I like that they are soft and the chairs are not too heavy. I like that they",114,1
Sports_and_Outdoors_5,5,CG,"Looks great and fits great.  I love the feel and fit of this bag.  I'm 5'10"" and it",18,0
Kindle_Store_5,5,CG,Really enjoyed the series. Good characters. The story line is good. I liked the characters. The writing is good,19,0
Movies_and_TV_5,3,OR,"Way too many superfluous F bombs, but an interesting story and decent actors, lots of sci fi action",18,0
Toys_and_Games_5,4,OR,Hours of fun and make-believe. He watches the movie on the couch with all his cars lined up.,18,0
Toys_and_Games_5,5,OR,"These are my two favorites
They are too cute!
They have a version where guido has an Italian colors wig and a Christmas version!",24,2
Pet_Supplies_5,4,CG,My cat played with these for a couple of days and I will keep them for the next couple of months.My dogs love this food.,25,0
Electronics_5,2,OR,"I guess they're...okay? For the price, maybe they're not so bad. What drives me crazy is that there is no ""disconnect"" button. When you turn on, it automatically connects to the last paired device. So if I want to connect to my kid's device, but my phone is turned on and it was connected to my phone previously, I can't make it disconnect. I have to go to my phone and turn off Bluetooth before it will allow connection anywhere else.

I'd love to be wrong about this and will change my review if so, but it seems it just can't be made to disconnect.

As for audio, they sound like low end headphones. Better than earbuds, but nothing of note. The ear area is a touch small so if you're an adult, they might feel squishy.",137,0
Movies_and_TV_5,5,CG,"Very Entertaining.  Grimm is a real genius.  The characters are believable, the acting is solid.  There are some technical issues, but the movie is a true thrill ride.I enjoyed it.  It's a good movie, and one",36,0
Electronics_5,3,CG,I bought this iPad case for my daughter. It is thick enough to hold her iPad and the cover is so small that it would be impossible to get the iPad to cover it. This is a very well made case. The cover is very thick and it fits perfectly. I would definitely buy from this company again!This is the best case I have ever had. I've had this case for a few years now and it is still the best. I have a camera in my hand and it is very light weight. The only thing I wish it had was a case for the iPad. It would have been a better fit.,114,1
Home_and_Kitchen_5,5,OR,"These are great! They are air tight so much so that I would even put liquids in them. Also, they are dishwasher safe even though it didn't state that on the website.",32,1
